"","artists","album_name","popularity","explicit","danceability","energy","loudness","valence","tempo","time_signature","track_genre","duration"
"218","Zack Tabudlo","Episode",69,FALSE,0.62,0.668,-5.719,0.183,118.013,4,"acoustic",4.07
"219","Jonah Baker","Beautiful Soul",44,FALSE,0.394,0.281,-11.12,0.485,90.044,4,"acoustic",3.58
"220","Ben Woodward","Bulletproof",39,FALSE,0.59,0.552,-10.496,0.635,155.101,5,"acoustic",3.46
"221","Andrew Belle","Nightshade",54,FALSE,0.539,0.717,-7.385,0.212,117.973,4,"acoustic",4.43
"222","Jonah Baker","Girls Like You (Acoustic Version)",44,FALSE,0.543,0.138,-14.331,0.3,115.65,4,"acoustic",3.14
"223","Zack Tabudlo","Nangangamba",70,FALSE,0.62,0.547,-6.772,0.208,98.032,4,"acoustic",3.51
"224","Us The Duo","Better Together",64,FALSE,0.761,0.311,-10.597,0.553,109.891,4,"acoustic",3.35
"225","Andrew Foy;Renee Foy","Heartbreak Anniversary",40,FALSE,0.674,0.122,-17.963,0.339,130.014,4,"acoustic",3.32
"226","Tyler Ward;Karis;Ray Lorraine","One More Time Around",47,FALSE,0.429,0.358,-9.076,0.187,134.279,4,"acoustic",3.43
"227","A Great Big World","流星花園音樂專輯",40,FALSE,0.456,0.101,-11.75,0.155,139.896,3,"acoustic",3.83
"228","Zack Tabudlo","Episode",55,FALSE,0.647,0.567,-8.971,0.374,125.871,4,"acoustic",4.02
"229","Donovan Woods;Tenille Townes","The Other Way",57,FALSE,0.322,0.213,-14.915,0.16,160.389,4,"acoustic",3.33
"230","Ray LaMontagne","Till The Sun Turns Black",48,FALSE,0.482,0.381,-13.93,0.42,81.712,4,"acoustic",5.29
"231","Megan Davies","See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)",54,FALSE,0.393,0.207,-11.865,0.262,163.99,4,"acoustic",3.87
"232","Tim Halperin","Covers",53,FALSE,0.423,0.207,-8.811,0.209,149.664,4,"acoustic",3.35
"233","Canyon City","Refuge",60,FALSE,0.522,0.152,-14.996,0.133,144.055,4,"acoustic",4.36
"234","JJ Heller","Hand to Hold",54,FALSE,0.547,0.313,-7.982,0.261,133.737,4,"acoustic",3.86
"235","Ray LaMontagne","Trouble",62,FALSE,0.504,0.321,-13.807,0.577,170.134,3,"acoustic",5.1
"236","Us The Duo","Public Record",51,FALSE,0.466,0.161,-14.498,0.171,139.167,3,"acoustic",3.75
"237","Boyce Avenue;Megan Nicole","Cover Sessions, Vol. 2",61,FALSE,0.619,0.28,-10.238,0.292,129.948,4,"acoustic",4.17
"238","Joshua Hyslop","In Deepest Blue (Bonus Track Version)",51,FALSE,0.596,0.429,-10.16,0.229,148.086,4,"acoustic",3.37
"239","Drew Holcomb & The Neighbors","Medicine",63,FALSE,0.645,0.169,-15.744,0.178,167.826,4,"acoustic",2.63
"240","Ray LaMontagne","Part Of The Light",65,FALSE,0.522,0.256,-11.216,0.13,76.349,4,"acoustic",4.94
"241","Amos Lee","Amos Lee",64,FALSE,0.681,0.168,-13.397,0.29,128.615,4,"acoustic",2.67
"242","Boyce Avenue","Cover Sessions, Vol. 6",57,FALSE,0.736,0.364,-5.966,0.371,110.023,4,"acoustic",3.04
"243","Jason Mraz;Meghan Trainor","Know.",54,FALSE,0.451,0.528,-6.984,0.527,139.28,5,"acoustic",3.02
"244","Days N Daze","Show Me the Blueprints.",37,TRUE,0.371,0.674,-3.72,0.92,87.603,4,"acoustic",2.82
"245","Sara Bareilles","The Blessed Unrest",63,FALSE,0.731,0.572,-7.889,0.947,154.038,4,"acoustic",3.64
"246","Mindy Gledhill","Anchor",53,FALSE,0.69,0.334,-5.626,0.8,74.721,4,"acoustic",2.49
"247","Dave Barnes","Christmas Faves 2022",0,FALSE,0.594,0.307,-13.062,0.24,94.026,3,"acoustic",3.05
"248","Get Dead","Tall Cans & Loose Ends",36,TRUE,0.608,0.917,-5.341,0.936,117.875,4,"acoustic",2.82
"249","Albert King","pov: you have a holly jolly christmas",0,FALSE,0.687,0.494,-9.421,0.621,93.269,1,"acoustic",4.54
"250","Albert King","pov: you rock around the christmas tree",0,FALSE,0.687,0.494,-9.421,0.621,93.269,1,"acoustic",4.54
"251","John Adams","If I Ain't Got You (Acoustic)",55,FALSE,0.652,0.15,-12.699,0.361,104.018,3,"acoustic",2.94
"252","John Adams","Believe (Acoustic)",57,FALSE,0.765,0.241,-8.865,0.182,123.95,4,"acoustic",3
"253","Adam Christopher","Iris (Acoustic)",54,FALSE,0.589,0.249,-10.086,0.363,150.096,3,"acoustic",3.07
"254","Motohiro Hata","言ノ葉",44,FALSE,0.588,0.604,-7.602,0.351,92.02,4,"acoustic",7.46
"255","Aoi Teshima","Cheek to Cheek~I Love Cinemas~",51,FALSE,0.735,0.203,-13.237,0.479,113.913,4,"acoustic",1.81
"256","Jonah Baker","Baby (Acoustic Version)",42,FALSE,0.655,0.147,-14.409,0.328,116.103,4,"acoustic",2.68
"257","YUZU","Land",47,FALSE,0.363,0.819,-3.128,0.468,122.527,4,"acoustic",5.07
"258","Boyce Avenue;Emma Heesters","I Like Me Better",54,FALSE,0.473,0.263,-8.609,0.315,87.145,4,"acoustic",3.36
"259","Zack Tabudlo","Asan Ka Na Ba",73,FALSE,0.676,0.768,-5.695,0.493,105.999,4,"acoustic",4.02
"260","Boyce Avenue","Cover Sessions, Vol. 3",56,FALSE,0.41,0.221,-11.673,0.228,139.529,3,"acoustic",4.4
"261","Thomas Daniel","drivers license",56,FALSE,0.439,0.217,-13.166,0.373,144.413,4,"acoustic",4.11
"262","Jason Mraz","YES!",59,FALSE,0.582,0.347,-14.769,0.0797,97.957,4,"acoustic",4.29
"263","Jae Hall","The Winner Takes It All (Acoustic)",57,FALSE,0.426,0.127,-13.287,0.149,62.535,5,"acoustic",2.65
"264","Aaron Espe","Only Time",56,FALSE,0.696,0.261,-12.107,0.361,136.053,3,"acoustic",2.98
"265","A Fine Frenzy","One Cell In The Sea",57,FALSE,0.549,0.24,-7.778,0.167,119.58,4,"acoustic",4.48
"266","Roses & Frey","Dance Monkey",51,FALSE,0.541,0.192,-13.995,0.317,139.938,4,"acoustic",3.3
"267","Parachute","Parachute",48,FALSE,0.662,0.711,-4.924,0.352,119.989,4,"acoustic",3.71
"268","Kina Grannis","Dream a Little Dream of Me",52,FALSE,0.665,0.185,-13.852,0.458,82.474,4,"acoustic",2.37
"269","The Mayries","Back For Good",54,FALSE,0.591,0.175,-12.959,0.352,139.902,4,"acoustic",3.24
"270","Canyon City","OK",55,FALSE,0.489,0.183,-14.769,0.486,79.961,4,"acoustic",3.54
"271","Andrew Foy;Renee Foy","Just The Two Of Us",41,FALSE,0.618,0.083,-23.665,0.597,90.865,4,"acoustic",3.27
"272","Boyce Avenue","Cover Sessions, Vol. 6",49,FALSE,0.664,0.319,-8.149,0.258,105.036,4,"acoustic",3.85
"273","Andrew Foy;Renee Foy","Arcade",37,FALSE,0.408,0.266,-12.9,0.35,143.651,4,"acoustic",3.11
"274","Kina Grannis","Yellow",52,FALSE,0.623,0.132,-13.668,0.266,82.105,4,"acoustic",3.23
"275","Roses & Frey","Wake Me Up",58,FALSE,0.494,0.214,-11.041,0.35,125.981,3,"acoustic",3.28
"276","Aidan Hawken","Walking Blind (feat. Carina Round)",48,FALSE,0.374,0.183,-13.225,0.134,82.042,4,"acoustic",3.36
"277","Jon Bryant","Headphones",56,FALSE,0.559,0.455,-8.937,0.396,159.985,4,"acoustic",3.42
"278","The Rescues","Teenage Dream",46,FALSE,0.642,0.408,-8.168,0.411,119.81,4,"acoustic",3.65
"279","Ivan & Alyosha","The Worth Of The Wait",55,FALSE,0.48,0.618,-7.335,0.344,82.051,4,"acoustic",2.86
"280","Kina Grannis","Can't Help Falling In Love (Piano Version)",54,FALSE,0.271,0.0937,-15.035,0.147,164.721,5,"acoustic",3.53
"281","Austin Plaine","Austin Plaine",57,FALSE,0.594,0.695,-8.872,0.172,104.977,4,"acoustic",3.27
"282","Chord Overstreet","Love You To Death",49,FALSE,0.574,0.344,-8.995,0.0987,147.924,3,"acoustic",3.32
"283","Plamina","Someone You Loved (Acoustic)",55,FALSE,0.647,0.298,-7.91,0.31,106.244,4,"acoustic",2.82
"284","Kina Grannis;Imaginary Future","What a Wonderful World",51,FALSE,0.486,0.0399,-21.56,0.155,95.066,3,"acoustic",2.28
"285","Andrew Foy;Renee Foy","You Broke Me First",39,TRUE,0.734,0.0423,-24.831,0.14,123.905,4,"acoustic",2.15
"286","Joshua Hyslop","Echos",60,FALSE,0.711,0.231,-13.033,0.186,125.062,4,"acoustic",4.3
"287","Parachute","Losing Sleep",60,FALSE,0.629,0.174,-9.697,0.305,134.295,1,"acoustic",2.43
"288","Phillip LaRue","The Meaning",53,FALSE,0.615,0.406,-12.619,0.541,166.035,4,"acoustic",2.88
"289","krissy & ericka","Twelve: Fifty One (International Version)",64,FALSE,0.503,0.357,-9.36,0.438,136.135,4,"acoustic",4.1
"290","Takehara Pistol","リョウメンシダ/サンサーラ",34,FALSE,0.45,0.183,-9.003,0.219,61.192,4,"acoustic",5.53
"291","Allman Brown;Liz Lawrence","1000 Years",50,FALSE,0.525,0.461,-9.489,0.202,147.997,4,"acoustic",3.6
"292","Ben Rector","Brand New",65,FALSE,0.555,0.934,-5.04,0.422,144.874,4,"acoustic",4.07
"293","The Weepies;Deb Talan;Steve Tannen","Say I Am You",56,FALSE,0.678,0.363,-10.9,0.543,75.004,5,"acoustic",3.33
"294","Ben Rector","Brand New",57,FALSE,0.555,0.452,-9.636,0.321,179.921,4,"acoustic",4.28
"295","Eddy Tyler","Guitar Instrumental Covers",43,FALSE,0.586,0.396,-9.953,0.16,142.591,3,"acoustic",4.67
"296","Ray LaMontagne","Trouble",64,FALSE,0.588,0.142,-15.196,0.288,119.656,4,"acoustic",4.18
"297","Eddie Vedder","Into The Wild (Music For The Motion Picture)",58,FALSE,0.724,0.652,-6.869,0.75,106.911,4,"acoustic",1.57
"298","Joy Williams","Front Porch",64,FALSE,0.567,0.224,-10.024,0.2,124.44,4,"acoustic",3.86
"299","Days N Daze","Rogue Taxidermy",35,TRUE,0.544,0.839,-8.991,0.967,87.609,4,"acoustic",2.5
"300","Ray LaMontagne","Cruising",36,FALSE,0.555,0.68,-8.358,0.903,84.518,4,"acoustic",3.61
"301","Callum J Wright","Isn't She Lovely (Acoustic)",54,FALSE,0.69,0.306,-9.193,0.424,115.671,4,"acoustic",2.43
"302","Rachael Yamagata","One Spring Night (Original Television Soundtrack), Pt. 4",43,FALSE,0.513,0.317,-17.036,0.177,84.853,4,"acoustic",4.65
"303","John Adams","Fix You (Acoustic)",49,FALSE,0.494,0.152,-9.843,0.304,134.178,4,"acoustic",2.72
"304","Lusaint","I'm Yours (Acoustic)",55,FALSE,0.634,0.267,-7.396,0.391,143.514,4,"acoustic",2.77
"305","Boyce Avenue;Sarah Hyland","Cover Sessions, Vol. 4",54,FALSE,0.694,0.471,-8.62,0.466,95.003,4,"acoustic",4.07
"306","Mother's Daughter;Beck Pete","A Sky Full of Stars",55,FALSE,0.643,0.11,-14.28,0.152,101.995,4,"acoustic",2.75
"307","Aron Wright","I Don't Believe in Satan",39,FALSE,0.422,0.41,-14.151,0.354,83.952,4,"acoustic",3.48
"308","The Perishers","Let There Be Morning (Bonus Track Version)",51,FALSE,0.543,0.288,-8.608,0.293,95.435,4,"acoustic",3.15
"309","Tyler Ward;Madysyn","he said. she said.",52,FALSE,0.332,0.282,-7.257,0.234,187.057,4,"acoustic",3.04
"310","Jonah Baker","Watermelon Sugar (Acoustic)",56,FALSE,0.43,0.121,-15.148,0.461,91.211,4,"acoustic",3.05
"311","Matt Johnson;Jaclyn Davies","Say You Won't Let Go (Acoustic)",48,FALSE,0.432,0.197,-9.251,0.348,163.985,4,"acoustic",4.06
"312","Kitri","Hikare Inochi",41,FALSE,0.592,0.769,-5.268,0.385,102.033,4,"acoustic",5.37
"313","Ben Woodward","Call You Mine (Acoustic Piano)",40,FALSE,0.733,0.297,-14.452,0.766,103.953,4,"acoustic",3.49
"314","Kina Grannis","In the Waiting",57,FALSE,0.394,0.249,-10.484,0.329,79.549,4,"acoustic",3.31
"315","Greg Laswell","Three Flights From Alto Nido",53,FALSE,0.41,0.234,-15.236,0.19,93.72,4,"acoustic",1.13
"316","Andrew Foy","Love Nwantiti",30,FALSE,0.48,0.158,-15.239,0.498,86.107,4,"acoustic",2.15
"317","Ross Copperman","Stars Are on Your Side",49,FALSE,0.255,0.625,-8.31,0.191,84.611,4,"acoustic",3.63
"318","Jonah Baker;Sara Phillips","Covers",26,FALSE,0.524,0.328,-10.001,0.599,99.941,4,"acoustic",3.72
"319","Joe Brooks","Constellation Me",53,FALSE,0.464,0.653,-7.514,0.416,162.196,4,"acoustic",3.44
"320","Boyce Avenue","Cover Sessions, Vol. 5",52,FALSE,0.659,0.331,-8.987,0.0877,105.01,4,"acoustic",4.12
"321","Zack Tabudlo","Episode",51,FALSE,0.592,0.49,-8.508,0.437,99.994,4,"acoustic",4.72
"322","Masaharu Fukuyama","KISSして",35,FALSE,0.467,0.851,-4.203,0.644,93.873,4,"acoustic",3.71
"323","Zack Tabudlo;James TW","Binibini (Last Day On Earth)",54,FALSE,0.564,0.391,-7.655,0.101,130.03,4,"acoustic",3.66
"324","Ciaran Lavery","Kosher",50,FALSE,0.498,0.384,-10.752,0.25,79.856,4,"acoustic",2.85
"325","John Frusciante","To Record Only Water For Ten Days (U.S. Version)",53,FALSE,0.386,0.428,-9.949,0.73,172.311,4,"acoustic",1.17
"326","Chord Overstreet","Hold On (Acoustic)",48,FALSE,0.702,0.259,-9.73,0.246,120.102,4,"acoustic",3.34
"327","The Civil Wars","The Civil Wars",49,FALSE,0.747,0.265,-14.141,0.2,138.017,4,"acoustic",3.83
"328","Masaharu Fukuyama","Good night",35,FALSE,0.522,0.498,-7.247,0.221,145.908,4,"acoustic",5.9
"329","Zack Tabudlo","As You Are",60,FALSE,0.715,0.438,-6.147,0.447,81.07,4,"acoustic",3.07
"330","Zack Tabudlo","Episode",65,FALSE,0.642,0.374,-10.606,0.0979,129.863,4,"acoustic",3.69
"331","Sara Farell","#Covers",52,FALSE,0.354,0.415,-6.578,0.421,175.537,4,"acoustic",3.21
"332","A Great Big World","Is There Anybody Out There?",57,FALSE,0.447,0.158,-7.571,0.142,140.942,3,"acoustic",3.89
"333","Ingrid Michaelson;AJR","The Lotto",59,FALSE,0.687,0.748,-4.54,0.872,88.944,4,"acoustic",3.23
"334","Rodrigo y Gabriela","Rodrigo Y Gabriela",50,FALSE,0.588,0.914,-7.442,0.971,128.553,4,"acoustic",3.43
"335","Andrew Belle","The Ladder",49,FALSE,0.456,0.205,-8.437,0.161,117.663,4,"acoustic",4.54
"336","Priscilla Ahn","A Good Day",54,FALSE,0.512,0.248,-10.359,0.158,109.692,3,"acoustic",3.52
"337","JJ Heller","Big Love, Small Moments",52,FALSE,0.582,0.282,-9.229,0.278,118.019,4,"acoustic",3.4
"338","Priscilla Ahn","When Marnie Was There Song Album - Just Know That I Love You.",46,FALSE,0.568,0.18,-11.707,0.228,112.033,4,"acoustic",4.21
"339","Joshua Hyslop","Echos",62,FALSE,0.71,0.271,-9.541,0.686,131.88,4,"acoustic",3.39
"340","Front Porch Step","I Never Loved Before I Found You",32,FALSE,0.574,0.704,-4.65,0.338,117.086,4,"acoustic",4.86
"341","Takehara Pistol","It's My Life",33,FALSE,0.64,0.895,-3.068,0.94,115.941,4,"acoustic",2.87
"342","Eric Hutchinson","Pure Fiction",58,FALSE,0.669,0.854,-5.899,0.706,120.035,4,"acoustic",2.69
"343","Brett Dennen","So Much More (Special Edition)",57,FALSE,0.615,0.358,-9.694,0.432,146.06,4,"acoustic",3.67
"344","Rail Yard Ghosts","Songs from the Lowdown",34,FALSE,0.415,0.619,-7.624,0.739,77.009,4,"acoustic",3.21
"345","Five For Fighting","Bookmarks",55,FALSE,0.565,0.895,-5.354,0.592,149.919,4,"acoustic",3.45
"346","The Bridge City Sinners","Bridge City Sinners",33,FALSE,0.586,0.702,-4.418,0.644,177.598,4,"acoustic",2.05
"347","Frank Turner","Tape Deck Heart (Deluxe Edition)",33,FALSE,0.564,0.604,-5.055,0.341,113.091,4,"acoustic",3.72
"348","Matt Costa","sadsadchristmas",0,FALSE,0.543,0.359,-6.571,0.346,109.735,4,"acoustic",2.58
"349","Matt Costa","Christmas Vibes But Not Christmas Songs",0,FALSE,0.543,0.359,-6.571,0.346,109.735,4,"acoustic",2.58
"350","Matt Costa","Acoustic Christmas Campfire",0,FALSE,0.543,0.359,-6.571,0.346,109.735,4,"acoustic",2.58
"351","Jonah Baker","Mirrors (Acoustic)",52,FALSE,0.638,0.287,-11.174,0.445,128.025,4,"acoustic",3.74
"352","Aqualung;Kina Grannis","10 Futures",21,FALSE,0.515,0.46,-11.261,0.259,140.067,4,"acoustic",3.98
"353","Jonah Baker","Stay - Acoustic",50,FALSE,0.622,0.221,-14.335,0.297,131.827,4,"acoustic",3.02
"354","Ichiko Aoba","マホロボシヤ",55,FALSE,0.44,0.0353,-20.858,0.362,181.988,4,"acoustic",2.41
"355","Kina Grannis","Oh What A Love",46,FALSE,0.457,0.064,-19.928,0.0647,147.824,3,"acoustic",3.92
"356","Meiko","The Bright Side",56,FALSE,0.649,0.821,-6.483,0.661,121.938,4,"acoustic",4.14
"357","Erin McCarley","I Won't Let You Down",40,FALSE,0.495,0.329,-11.661,0.0919,72.992,4,"acoustic",3.31
"358","Jason Mraz","Look For The Good",21,FALSE,0.71,0.615,-8.23,0.746,90.263,4,"acoustic",3.99
"359","Isabella Celander","Stargazing",55,FALSE,0.69,0.204,-12.427,0.525,139.587,4,"acoustic",3.11
"360","Roses & Frey","Bad Liar",50,FALSE,0.596,0.195,-11.02,0.176,82.114,4,"acoustic",3.78
"361","Rachael Yamagata","One Spring Night (Original Television Soundtrack), Pt. 3",41,FALSE,0.66,0.743,-8.302,0.445,130.025,4,"acoustic",4.55
"362","Us The Duo","Slow Down Time",44,FALSE,0.733,0.657,-6.843,0.433,109.954,4,"acoustic",3.28
"363","Amber Leigh Irish","Simply Acoustic",57,FALSE,0.589,0.296,-9.335,0.611,165.799,3,"acoustic",2.42
"364","Jess Penner","Love, Love, Love",33,FALSE,0.686,0.377,-9.59,0.551,92.042,4,"acoustic",3.27
"365","Daniel Robinson","Heat Waves (Acoustic)",56,FALSE,0.659,0.338,-10.367,0.495,145.877,4,"acoustic",3.22
"366","Yosui Inoue;Tamio Okuda","ショッピング",32,FALSE,0.732,0.83,-6.63,0.871,111.664,4,"acoustic",3.89
"367","Jonah Baker;Celine","If the World Was Ending (Acoustic)",35,FALSE,0.522,0.202,-13.38,0.457,147.992,4,"acoustic",3.55
"368","Greg Laswell","Three Flights From Alto Nido",55,FALSE,0.565,0.698,-8.596,0.155,120.013,4,"acoustic",4.23
"369","Masaharu Fukuyama","残響",33,FALSE,0.474,0.408,-11.42,0.238,143.881,4,"acoustic",5.29
"370","Blame Jones","Acoustic Versions",46,FALSE,0.543,0.244,-8.062,0.29,126.341,3,"acoustic",2.79
"371","Ben Woodward","Don't Wanna Leave You",38,FALSE,0.672,0.644,-9.063,0.549,148.135,4,"acoustic",3.53
"372","Stephen Speaks","Passenger Seat",65,FALSE,0.515,0.769,-5.696,0.644,153.046,4,"acoustic",4.57
"373","Matt White","Best Days",60,FALSE,0.759,0.684,-5.751,0.759,107.948,4,"acoustic",2.83
"374","Boyce Avenue","Cover Sessions, Vol. 6",54,FALSE,0.62,0.21,-9.633,0.163,98.558,3,"acoustic",4.46
"375","Madi Diaz","Phantom",37,FALSE,0.497,0.254,-11.716,0.0676,110.864,3,"acoustic",4.17
"376","Masaharu Fukuyama","残響",34,FALSE,0.644,0.603,-5.83,0.516,113.413,4,"acoustic",4.84
"377","Boyce Avenue","Cover Sessions, Vol. 4",55,FALSE,0.45,0.254,-9.873,0.248,92.644,4,"acoustic",3.3
"378","Canyon City","Bluebird",51,FALSE,0.548,0.3,-12.71,0.264,135.902,4,"acoustic",3.76
"379","Tristan Prettyman","Back to Home",48,FALSE,0.521,0.507,-7.007,0.153,108.168,4,"acoustic",4.33
"380","Masaharu Fukuyama","SING A SONG",34,FALSE,0.587,0.842,-6.04,0.693,97.013,4,"acoustic",4.81
"381","JJ Heller","It'll Be Alright",51,FALSE,0.543,0.324,-11.258,0.181,139.883,4,"acoustic",3.66
"382","Ingrid Michaelson","Everybody",54,FALSE,0.742,0.636,-6.744,0.48,95.002,4,"acoustic",3.47
"383","Mark Oblea","Kabilugan Ng Buwan",32,FALSE,0.707,0.402,-9.773,0.313,94.99,4,"acoustic",4.72
"384","Ingrid Michaelson","Be OK",54,FALSE,0.52,0.308,-11.996,0.187,125.93,3,"acoustic",3.43
"385","Boyce Avenue;Kina Grannis","Cover Sessions, Vol. 2",61,FALSE,0.392,0.251,-9.845,0.508,204.961,4,"acoustic",5.07
"386","Boyce Avenue","Cover Sessions, Vol. 2",55,FALSE,0.531,0.296,-7.594,0.212,106.359,4,"acoustic",3.99
"387","Andrew Belle","The Ladder",55,FALSE,0.681,0.608,-8.369,0.315,123.991,4,"acoustic",3.79
"388","Masaharu Fukuyama","HELLO",34,FALSE,0.569,0.861,-4.547,0.511,77.983,4,"acoustic",4.05
"389","Hanare Gumi","だれそかれそ",33,FALSE,0.707,0.296,-11.633,0.65,88.006,4,"acoustic",6.15
"390","Brett Dennen;Benedict Cumberbatch","August: Osage County (Original Motion Picture Soundtrack)",45,FALSE,0.519,0.0646,-18.898,0.395,121.696,4,"acoustic",1.28
"391","Hanare Gumi","音タイム",33,FALSE,0.608,0.705,-5.178,0.621,111.204,4,"acoustic",4.08
"392","Masaharu Fukuyama","IT'S ONLY LOVE",34,FALSE,0.585,0.734,-5.365,0.413,117.84,4,"acoustic",4.59
"393","Masaharu Fukuyama","虹/ひまわり/それがすべてさ",34,FALSE,0.527,0.89,-5.651,0.425,102.644,4,"acoustic",5.51
"394","A Great Big World","Is There Anybody Out There? - Track by Track Commentary",49,FALSE,0.495,0.22,-11.16,0.345,126.618,4,"acoustic",2.73
"395","RENT STRIKE","Burn It All!",33,FALSE,0.628,0.424,-8.539,0.157,99.696,1,"acoustic",3.23
"396","Brandi Carlile","Onward (Original Motion Picture Soundtrack)",62,FALSE,0.639,0.666,-7.775,0.372,98.384,4,"acoustic",3.56
"397","Mischief Brew","This Is Not for Children",33,FALSE,0.245,0.624,-5.606,0.462,162.586,3,"acoustic",3.78
"398","Frank Turner","No Man's Land",31,FALSE,0.387,0.526,-7.611,0.334,130.719,4,"acoustic",3.59
"399","Get Dead","Dancing with the Curse",32,FALSE,0.539,0.675,-6.987,0.719,142.041,4,"acoustic",2.28
"400","Get Dead","Dancing with the Curse",32,TRUE,0.487,0.837,-5.865,0.207,160.025,4,"acoustic",3.73
"401","Grace George","Heaven (Acoustic)",54,FALSE,0.529,0.24,-9.066,0.487,131.266,4,"acoustic",3.14
"402","Jack Savoretti","Days Gone (Original Soundtrack)",50,FALSE,0.666,0.289,-12.404,0.415,109.965,4,"acoustic",2.86
"403","Ichiko Aoba","Asleep Among Endives",58,FALSE,0.451,0.0318,-19.933,0.148,123.985,4,"acoustic",5.1
"404","Thomas Daniel","Symphony",49,FALSE,0.359,0.208,-10.567,0.105,83.155,3,"acoustic",3.21
"405","Boyce Avenue;Fifth Harmony","Cover Sessions, Vol. 3",52,FALSE,0.403,0.237,-10.001,0.163,144.174,4,"acoustic",3.64
"406","Amber Leigh Irish","Save Your Tears (Acoustic)",49,FALSE,0.693,0.111,-12.356,0.247,110.813,4,"acoustic",2.96
"407","Gen Hoshino","POP VIRUS",53,FALSE,0.598,0.819,-2.619,0.878,158.115,4,"acoustic",4.19
"408","Richard Walters","A.M.",54,FALSE,0.596,0.27,-11.486,0.155,100.006,4,"acoustic",3.99
"409","Kaiak;Viktoria Tolstoy","Autumn Breeze",50,FALSE,0.589,0.334,-10.08,0.208,80.036,4,"acoustic",4.02
"410","Boyce Avenue","Save Your Tears",57,FALSE,0.735,0.275,-8.994,0.294,116.004,4,"acoustic",3.61
"411","Bailey Rushlow","You're Still The One (Acoustic)",53,FALSE,0.605,0.168,-11.388,0.398,119.836,4,"acoustic",2.69
"412","Kina Grannis","Somebody Loved",57,FALSE,0.612,0.107,-15.867,0.637,78.393,4,"acoustic",2.55
"413","Boyce Avenue","Cover Sessions, Vol. 4",49,FALSE,0.568,0.177,-11.277,0.354,103.822,4,"acoustic",3.37
"414","John Adams","Bohemian Rhapsody (Acoustic)",52,FALSE,0.451,0.0665,-13.862,0.349,64.289,4,"acoustic",2.89
"415","Amber Leigh Irish","As It Was (Acoustic)",51,FALSE,0.595,0.0477,-14.672,0.513,118.162,3,"acoustic",2.41
"416","Canyon City","Wish List",46,FALSE,0.307,0.11,-15.253,0.32,201.008,3,"acoustic",3.55
"417","Chord Overstreet","Beautiful Disaster",41,FALSE,0.3,0.27,-14.397,0.214,144.589,4,"acoustic",4.03
"418","Wayne Mack","Fake a smile",57,FALSE,0.731,0.191,-11.359,0.274,149.91,4,"acoustic",2.83
"419","Aimyon","Momentary Sixth Sense",50,FALSE,0.545,0.745,-3.098,0.413,106.094,4,"acoustic",5.11
"420","Sungha Jung","Irony",42,FALSE,0.356,0.23,-16.957,0.11,129.532,4,"acoustic",3.57
"421","Tamio Okuda","Bullet Train (Original Motion Picture Soundtrack)",47,FALSE,0.432,0.796,-7.262,0.271,141.868,4,"acoustic",2.67
"422","Us The Duo","No Matter Where You Are",55,FALSE,0.693,0.664,-5.852,0.436,132.059,4,"acoustic",2.98
"423","Ben Rector","The Walking in Between",56,FALSE,0.624,0.334,-11.89,0.397,157.92,4,"acoustic",2.31
"424","Parachute","Losing Sleep",49,FALSE,0.423,0.572,-5.109,0.17,165.394,4,"acoustic",3.84
"425","Zee Avi","Zee Avi's Nightlight",50,FALSE,0.555,0.0879,-12.141,0.428,84.174,4,"acoustic",1.86
"426","Joshua Radin","Here, Right Now",56,FALSE,0.496,0.391,-9.844,0.492,108.868,4,"acoustic",3.05
